,product_name,ratings,Prices,description
0,realme Pad 6 GB RAM 128 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Grey),4.4,"Rs 19,999","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) Full HD Display8 MP Primary Camera | 8 MP FrontAndroid 11 | Battery: 7100 mAh Lithium IonIdeal Usage: Business, Entertainment, GamingVoice Call (Dual Sim, 4G LTE|GSM)Processor: MediaTek Helio G801 Year Manufacturer"
1,realme Pad 6 GB RAM 128 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Gold),4.4,"Rs 19,999","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) Full HD Display8 MP Primary Camera | 8 MP FrontAndroid 11 | Battery: 7100 mAh Lithium IonIdeal Usage: Business, Entertainment, GamingVoice Call (Dual Sim, 4G LTE|GSM)Processor: MediaTek Helio G801 Year Manufacturer"
2,realme Pad 4 GB RAM 64 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Grey),4.4,"Rs 17,999","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) WUXGA+ Display8 MP Primary Camera | 8 MP FrontAndroid 11 | Battery: 7100 mAh Lithium IonIdeal Usage: Entertainment, GamingVoice Call (Dual Sim, GSM)Processor: MediaTek Helio G801 Year Manufacturer Warranty"
3,SAMSUNG Galaxy Tab A8 4 GB RAM 64 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Gray),4.3,"Rs 19,999","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAhVoice Call (Single Sim, LTE)Processor: Octa Core1 year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
4,SAMSUNG Galaxy Tab A8 4 GB RAM 64 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Pink Gold),4.3,"Rs 19,999","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAhVoice Call (Single Sim, LTE)Processor: Octa Core1 Year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
5,Lenovo Tab M10 4 GB RAM 128 GB ROM 10.3 inch with Wi-Fi+4G Tablet (Platinum Grey),4.1,"Rs 15,999","4 GB RAM | 128 GB ROM | Expandable Upto 2 TB26.16 cm (10.3 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 9 | Battery: 5000 mAhVoice Call (Single Sim, Wifi, 4G LTE)Processor: MediaTek Helio P22T Tab1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Batteries from the Date of Purchase"
6,MOTOROLA tab g70 LTE 4 GB RAM 64 GB ROM 11 inch with Wi-Fi+4G Tablet (Modernist Teal),4.3,"Rs 19,999","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB27.94 cm (11 inch) 2K Display13 MP Primary CameraAndroid 11 | Battery: 7700 mAh Li-PoIdeal Usage: Business, Reading and BrowsingVoice Call (Single Sim, GSM, LTE, VoLTE)Processor: MediaTek Helio G90T Octa-Core1 Year on Tab device and 6 months on battery and accessories"
7,realme Pad X 4 GB RAM 64 GB ROM 11 inch with Wi-Fi Only Tablet (Glowing Grey),4.4,"Rs 19,999","Compatible with realme pencil and smart keyboard4 GB RAM | 64 GB ROM | Expandable Upto 1 TB27.94 cm (11 inch) WUXGA+ Display13 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 8340 mAh Lithium IonIdeal Usage: Entertainment, GamingProcessor: Qualcomm Snapdragon 6951 Year Domestic Warranty"
8,realme Pad 3 GB RAM 32 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Gold),4.4,"Rs 15,999","3 GB RAM | 32 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) WUXGA+ Display8 MP Primary Camera | 8 MP FrontAndroid 11 | Battery: 7100 mAh Lithium IonIdeal Usage: Entertainment, GamingVoice Call (Dual Sim, GSM)Processor: MediaTek Helio G801 Year Manufacturer Warranty"
9,MOTOROLA Tab G62 4 GB RAM 64 GB ROM 10.61 inch with Wi-Fi+4G Tablet (Frost Blue),4.1,"Rs 16,999","4 GB RAM | 64 GB ROM26.95 cm (10.61 inch) 2K Display8 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 7700 mAhIdeal Usage: EntertainmentVoice Call (Single Sim, GSM, LTE, VoLTE)Processor: Snapdragon SDM6801 Year On Tab Device And 6 Months On Battery And Accessories"
10,Lenovo M10 FHD Plus (2nd Gen) with Active Pen 4 GB RAM 128 GB ROM 10.3 inches with Wi-Fi+4G Tablet (Pl...,4.2,"Rs 18,999","4 GB RAM | 128 GB ROM | Expandable Upto 256 GB26.16 cm (10.3 inches) Display8 MP Primary Camera | 5 MP FrontAndroid 9 Pie | Battery: 5000 mAHVoice Call (Single Sim, GSM: Bands 2/3/5/8, WCDMA: Bands 1/2/3/5(6/19)/8, FDD LTE: Bands 1/2/3/4/5(19)/7/8/20, TDD LTE: Bands 38/40)Processor: MediaTek Helio P22T Tab Octa-Core (4 x A53)1 Year Warranty"
11,MOTOROLA tab g70 LTE 6 GB RAM 128 GB ROM 11 inch with Wi-Fi+4G Tablet (Modernist Teal),4.3,"Rs 19,999","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB27.94 cm (11 inch) 2K Display13 MP Primary CameraAndroid 11 | Battery: 7700 mAh Li-PoIdeal Usage: Business, Reading and BrowsingVoice Call (Single Sim, GSM, LTE, VoLTE)Processor: MediaTek Helio G90T Octa-Core1 Year on Tab device and 6 months on battery and accessories"
12,realme Pad 3 GB RAM 32 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Grey),4.4,"Rs 15,999","3 GB RAM | 32 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) WUXGA+ Display8 MP Primary Camera | 8 MP FrontAndroid 11 | Battery: 7100 mAh Lithium IonIdeal Usage: Entertainment, GamingVoice Call (Dual Sim, GSM)Processor: MediaTek Helio G801 Year Manufacturer Warranty"
13,SAMSUNG Galaxy Tab A8 4 GB RAM 64 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Silver),4.3,"Rs 19,999","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAhVoice Call (Single Sim, LTE)Processor: Octa Core1 Year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
14,Lenovo Tab M10 (HD) 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Platinum Grey),4.2,"Rs 16,999","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB25.65 cm (10.1 inch) HD Display8 MP Primary Camera | 5 MP FrontAndroid 10 | Battery: 5000 mAh Lithium PolymerProcessor: MediaTek Helio P22 Octa Core Processor1 Year on Tablet, 6 Months on Accessories"
15,SAMSUNG Galaxy Tab A8 3 GB RAM 32 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Silver),4.3,"Rs 17,999","3 GB RAM | 32 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAhVoice Call (Single Sim, LTE)Processor: Octa Core1 Year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
16,Honor Pad 8 4 GB RAM 128 GB ROM 12 inch with Wi-Fi Only Tablet (Blue Hour),4.5,"Rs 18,999","4 GB RAM | 128 GB ROM30.48 cm (12 inch) Display5 MP Primary Camera | 5 MP FrontAndroid 12 (Magic UI 6.1) | Battery: 7250 mAhProcessor: Qualcomm Snapdragon 680, Octa Core, 4 x A73 (at 2.4 GHz) + 4 A53 (at 1.9 GHz)1 Year on Tablet Device and 1 Year on Battery"
17,SAMSUNG Galaxy Tab A8 3 GB RAM 32 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Gray),4.3,"Rs 17,999","3 GB RAM | 32 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAhVoice Call (Single Sim, LTE)Processor: Octa Core1 year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
18,Lenovo Tab K10 FHD 3 GB RAM 32 GB ROM 10.3 inches with Wi-Fi+4G Tablet (Abyss Blue),4.3,"Rs 15,499","3 GB RAM | 32 GB ROM | Expandable Upto 256 GB26.16 cm (10.3 inches) Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7500 mAHVoice Call (Single Sim, 4G LTE)Processor: Mediatek Helio P22T Octa Core1 year warranty"
19,Huawei MatePad T8 LTE 2 GB RAM 32 GB ROM 8 inch with Wi-Fi+4G Tablet (Deepsea Blue),3.8,"Rs 17,990","2 GB RAM | 32 GB ROM | Expandable Upto 512 GB20.32 cm (8 inch) HD Display5 MP Primary Camera | 2 MP FrontAndroid 10 | Battery: 5100 mAh Lithium PolymerVoice Call (Single Sim, LTE)Processor: MTK MT8768 Octa Core1 Year From the Date of Purchase"
20,Lenovo Tab P11 4 GB RAM 128 GB ROM 11.0 inches with Wi-Fi+4G Tablet (Platinum Grey),4.2,"Rs 19,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB27.94 cm (11.0 inches) Display13.0 MP Primary Camera | 8 MP FrontAndroid 10 | Battery: 7500 mAhProcessor: Qualcomm Snapdragon 662 octa-core processor (Upto 2 GHz)1 Year Warranty
21,realme Pad X 4 GB RAM 64 GB ROM 11 inch with Wi-Fi Only Tablet (Glacier Blue),4.4,"Rs 19,999","Compatible with realme pencil and smart keyboard4 GB RAM | 64 GB ROM | Expandable Upto 1 TB27.94 cm (11 inch) WUXGA+ Display13 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 8340 mAh Lithium IonIdeal Usage: Entertainment, GamingProcessor: Qualcomm Snapdragon 6951 Year Domestic Warranty"
22,Honor Pad 5 4 GB RAM 64 GB ROM 8 inch with Wi-Fi+4G Tablet (Glacial Blue),4.4,"Rs 16,999","IPS FHD Capacitive Touchscreen (1920 x 1200 pixels resolution)4 GB RAM | 64 GB ROM | Expandable Upto 512 GB20.32 cm (8 inch) Full HD Display8 MP Primary Camera | 8 MP FrontAndroid 9.0 (Pie) | Battery: 5100 mAh Lithium PolymerVoice Call (Single Sim, LTE)Processor: Kirin 710 (64-bit) Octa Core (4 x Cortex A73 at 2.2 GHz + 4 x Cortex A53 at 1.7 GHz)1 Year on Tablet, 6 Months on Battery"
23,Lenovo Tab K10 FHD 4 GB RAM 64 GB ROM 10.3 inches with Wi-Fi+4G Tablet (Abyss Blue),4.3,"Rs 16,900","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB26.16 cm (10.3 inches) Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7500 mAHVoice Call (Single Sim, 4G LTE)Processor: Mediatek Helio P22T Octa Core1 year warranty"
24,realme Pad 6 GB RAM 128 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Gold),4.4,"Rs 19,999","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) Full HD Display8 MP Primary Camera | 8 MP FrontAndroid 11 | Battery: 7100 mAh Lithium IonIdeal Usage: Business, Entertainment, GamingVoice Call (Dual Sim, 4G LTE|GSM)Processor: MediaTek Helio G801 Year Manufacturer"
25,realme Pad 6 GB RAM 128 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Grey),4.4,"Rs 19,999","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) Full HD Display8 MP Primary Camera | 8 MP FrontAndroid 11 | Battery: 7100 mAh Lithium IonIdeal Usage: Business, Entertainment, GamingVoice Call (Dual Sim, 4G LTE|GSM)Processor: MediaTek Helio G801 Year Manufacturer"
26,Lenovo Tab M10 4 GB RAM 128 GB ROM 10.3 inch with Wi-Fi+4G Tablet (Platinum Grey),4.1,"Rs 15,999","4 GB RAM | 128 GB ROM | Expandable Upto 2 TB26.16 cm (10.3 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 9 | Battery: 5000 mAhVoice Call (Single Sim, Wifi, 4G LTE)Processor: MediaTek Helio P22T Tab1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Batteries from the Date of Purchase"
27,SAMSUNG Galaxy Tab A8 4 GB RAM 64 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Pink Gold),4.3,"Rs 19,999","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAhVoice Call (Single Sim, LTE)Processor: Octa Core1 Year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
28,realme Pad 4 GB RAM 64 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Grey),4.4,"Rs 17,999","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) WUXGA+ Display8 MP Primary Camera | 8 MP FrontAndroid 11 | Battery: 7100 mAh Lithium IonIdeal Usage: Entertainment, GamingVoice Call (Dual Sim, GSM)Processor: MediaTek Helio G801 Year Manufacturer Warranty"
29,SAMSUNG Galaxy Tab A8 4 GB RAM 64 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Gray),4.3,"Rs 19,999","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAhVoice Call (Single Sim, LTE)Processor: Octa Core1 year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
30,realme Pad X 4 GB RAM 64 GB ROM 11 inch with Wi-Fi Only Tablet (Glowing Grey),4.4,"Rs 19,999","Compatible with realme pencil and smart keyboard4 GB RAM | 64 GB ROM | Expandable Upto 1 TB27.94 cm (11 inch) WUXGA+ Display13 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 8340 mAh Lithium IonIdeal Usage: Entertainment, GamingProcessor: Qualcomm Snapdragon 6951 Year Domestic Warranty"
31,MOTOROLA tab g70 LTE 4 GB RAM 64 GB ROM 11 inch with Wi-Fi+4G Tablet (Modernist Teal),4.3,"Rs 19,999","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB27.94 cm (11 inch) 2K Display13 MP Primary CameraAndroid 11 | Battery: 7700 mAh Li-PoIdeal Usage: Business, Reading and BrowsingVoice Call (Single Sim, GSM, LTE, VoLTE)Processor: MediaTek Helio G90T Octa-Core1 Year on Tab device and 6 months on battery and accessories"
32,realme Pad 3 GB RAM 32 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Gold),4.4,"Rs 15,999","3 GB RAM | 32 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) WUXGA+ Display8 MP Primary Camera | 8 MP FrontAndroid 11 | Battery: 7100 mAh Lithium IonIdeal Usage: Entertainment, GamingVoice Call (Dual Sim, GSM)Processor: MediaTek Helio G801 Year Manufacturer Warranty"
33,MOTOROLA tab g70 LTE 6 GB RAM 128 GB ROM 11 inch with Wi-Fi+4G Tablet (Modernist Teal),4.3,"Rs 19,999","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB27.94 cm (11 inch) 2K Display13 MP Primary CameraAndroid 11 | Battery: 7700 mAh Li-PoIdeal Usage: Business, Reading and BrowsingVoice Call (Single Sim, GSM, LTE, VoLTE)Processor: MediaTek Helio G90T Octa-Core1 Year on Tab device and 6 months on battery and accessories"
34,realme Pad 3 GB RAM 32 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Grey),4.4,"Rs 15,999","3 GB RAM | 32 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) WUXGA+ Display8 MP Primary Camera | 8 MP FrontAndroid 11 | Battery: 7100 mAh Lithium IonIdeal Usage: Entertainment, GamingVoice Call (Dual Sim, GSM)Processor: MediaTek Helio G801 Year Manufacturer Warranty"
35,MOTOROLA Tab G62 4 GB RAM 64 GB ROM 10.61 inch with Wi-Fi+4G Tablet (Frost Blue),4.1,"Rs 16,999","4 GB RAM | 64 GB ROM26.95 cm (10.61 inch) 2K Display8 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 7700 mAhIdeal Usage: EntertainmentVoice Call (Single Sim, GSM, LTE, VoLTE)Processor: Snapdragon SDM6801 Year On Tab Device And 6 Months On Battery And Accessories"
36,Lenovo M10 FHD Plus (2nd Gen) with Active Pen 4 GB RAM 128 GB ROM 10.3 inches with Wi-Fi+4G Tablet (Pl...,4.2,"Rs 18,999","4 GB RAM | 128 GB ROM | Expandable Upto 256 GB26.16 cm (10.3 inches) Display8 MP Primary Camera | 5 MP FrontAndroid 9 Pie | Battery: 5000 mAHVoice Call (Single Sim, GSM: Bands 2/3/5/8, WCDMA: Bands 1/2/3/5(6/19)/8, FDD LTE: Bands 1/2/3/4/5(19)/7/8/20, TDD LTE: Bands 38/40)Processor: MediaTek Helio P22T Tab Octa-Core (4 x A53)1 Year Warranty"
37,Lenovo Tab M10 (HD) 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Platinum Grey),4.2,"Rs 16,999","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB25.65 cm (10.1 inch) HD Display8 MP Primary Camera | 5 MP FrontAndroid 10 | Battery: 5000 mAh Lithium PolymerProcessor: MediaTek Helio P22 Octa Core Processor1 Year on Tablet, 6 Months on Accessories"
38,SAMSUNG Galaxy Tab A8 4 GB RAM 64 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Silver),4.3,"Rs 19,999","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAhVoice Call (Single Sim, LTE)Processor: Octa Core1 Year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
39,SAMSUNG Galaxy Tab A8 3 GB RAM 32 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Silver),4.3,"Rs 17,999","3 GB RAM | 32 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAhVoice Call (Single Sim, LTE)Processor: Octa Core1 Year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
40,Honor Pad 8 4 GB RAM 128 GB ROM 12 inch with Wi-Fi Only Tablet (Blue Hour),4.5,"Rs 18,999","4 GB RAM | 128 GB ROM30.48 cm (12 inch) Display5 MP Primary Camera | 5 MP FrontAndroid 12 (Magic UI 6.1) | Battery: 7250 mAhProcessor: Qualcomm Snapdragon 680, Octa Core, 4 x A73 (at 2.4 GHz) + 4 A53 (at 1.9 GHz)1 Year on Tablet Device and 1 Year on Battery"
41,SAMSUNG Galaxy Tab A8 3 GB RAM 32 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Gray),4.3,"Rs 17,999","3 GB RAM | 32 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAhVoice Call (Single Sim, LTE)Processor: Octa Core1 year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
42,Lenovo Tab K10 FHD 3 GB RAM 32 GB ROM 10.3 inches with Wi-Fi+4G Tablet (Abyss Blue),4.3,"Rs 15,499","3 GB RAM | 32 GB ROM | Expandable Upto 256 GB26.16 cm (10.3 inches) Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7500 mAHVoice Call (Single Sim, 4G LTE)Processor: Mediatek Helio P22T Octa Core1 year warranty"
43,Huawei MatePad T8 LTE 2 GB RAM 32 GB ROM 8 inch with Wi-Fi+4G Tablet (Deepsea Blue),3.8,"Rs 17,990","2 GB RAM | 32 GB ROM | Expandable Upto 512 GB20.32 cm (8 inch) HD Display5 MP Primary Camera | 2 MP FrontAndroid 10 | Battery: 5100 mAh Lithium PolymerVoice Call (Single Sim, LTE)Processor: MTK MT8768 Octa Core1 Year From the Date of Purchase"
44,Nokia T21 4 GB RAM 64 GB ROM 10.3 inch with Wi-Fi+4G Tablet (Grey),4.4,"Rs 19,999",4 GB RAM | 64 GB ROM26.16 cm (10.3 inch) 2K Display8 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: Lithium PolymerVoice Call (Single Sim)Processor: Unisoc1 Year Manufacturer Warranty for Device and Battery and 6 Months Manufacturer Warranty for In-Box Accessories from the Date of Purchase
45,realme Pad X 4 GB RAM 64 GB ROM 11 inch with Wi-Fi Only Tablet (Glacier Blue),4.4,"Rs 19,999","Compatible with realme pencil and smart keyboard4 GB RAM | 64 GB ROM | Expandable Upto 1 TB27.94 cm (11 inch) WUXGA+ Display13 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 8340 mAh Lithium IonIdeal Usage: Entertainment, GamingProcessor: Qualcomm Snapdragon 6951 Year Domestic Warranty"
46,Lenovo Tab P11 4 GB RAM 128 GB ROM 11.0 inches with Wi-Fi+4G Tablet (Platinum Grey),4.2,"Rs 19,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB27.94 cm (11.0 inches) Display13.0 MP Primary Camera | 8 MP FrontAndroid 10 | Battery: 7500 mAhProcessor: Qualcomm Snapdragon 662 octa-core processor (Upto 2 GHz)1 Year Warranty
47,SAMSUNG Galaxy Tab A8 3 GB RAM 32 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Pink Gold),4.3,"Rs 17,999","3 GB RAM | 32 GB ROM | Expandable Upto 1 TB26.67 cm (10.5 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7040 mAHVoice Call (Single Sim, LTE)Processor: Octa Core1 Year manufacturer warranty for Tablet and 6 months warranty for in the box accessories"
48,Honor Pad 5 3 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Glacial Blue),4.4,"Rs 16,999","3 GB RAM | 32 GB ROM | Expandable Upto 256 GB25.65 cm (10.1 inch) Full HD Display8 MP Primary Camera | 2 MP FrontAndroid 8.0 (Oreo) | Battery: 5100 mAh Lithium PolymerVoice Call (Single Sim, LTE)Processor: Kirin 659 (64-bit) Octa Core (4 x Cortex A53 at 2.36 GHz + 4 x Cortex A53 at 1.7 GHz)1 Year on Tablet, 6 Months on Battery"
49,Lenovo Tab K10 FHD 4 GB RAM 64 GB ROM 10.3 inches with Wi-Fi+4G Tablet (Abyss Blue),4.3,"Rs 16,900","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB26.16 cm (10.3 inches) Display8 MP Primary Camera | 5 MP FrontAndroid 11 | Battery: 7500 mAHVoice Call (Single Sim, 4G LTE)Processor: Mediatek Helio P22T Octa Core1 year warranty"
50,Oppo Pad Air 4 GB RAM 128 GB ROM 10.36 inch with Wi-Fi Only Tablet (Purple),4.4,"Rs 19,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB26.31 cm (10.36 inch) 2K Display8 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 7100 mAhProcessor: Qualcomm Snapdragon 6801 Year Manufacturer Warranty
51,REDMI Pad 4 GB RAM 128 GB ROM 10.61 Inch with Wi-Fi Only Tablet (Graphite Gray),4.4,"Rs 17,999",4 GB RAM | 128 GB ROM26.95 cm (10.61 Inch) Display8 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 8000 mAhProcessor: Octa Core1 Year Domestic Warranty
52,REDMI Pad 6 GB RAM 128 GB ROM 10.61 Inch with Wi-Fi Only Tablet (Moonlight Silver),4.4,"Rs 19,999",6 GB RAM | 128 GB ROM26.95 cm (10.61 Inch) Display8 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 8000 mAhProcessor: Octa Core1 Year Domestic Warranty
53,TCL 10 TAB Max 4 GB RAM 64 GB ROM 10.36 inches with Wi-Fi+4G Tablet (Blue),4.2,"Rs 17,999","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB26.31 cm (10.36 inches) Full HD Display13 MP Primary Camera | 8 MP FrontAndroid 10 | Battery: 8000 mAH Lithium-ionIdeal Usage: High Processing TasksVoice Call (Single Sim, GSM, WCDMA, LTE)Processor: Octa-Core: 4 x Cortex-A73 at 2.0 GHz + 4 x Cortex-A53 at 2.0 GHz1 Year Manufacturer Warranty"
54,REDMI Pad 6 GB RAM 128 GB ROM 10.61 Inch with Wi-Fi Only Tablet (Graphite Gray),4.4,"Rs 19,999",6 GB RAM | 128 GB ROM26.95 cm (10.61 Inch) Display8 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 8000 mAhProcessor: Octa Core1 Year Domestic Warranty
55,Honor Pad 5 4 GB RAM 64 GB ROM 8 inch with Wi-Fi+4G Tablet (Glacial Blue),4.4,"Rs 16,999","IPS FHD Capacitive Touchscreen (1920 x 1200 pixels resolution)4 GB RAM | 64 GB ROM | Expandable Upto 512 GB20.32 cm (8 inch) Full HD Display8 MP Primary Camera | 8 MP FrontAndroid 9.0 (Pie) | Battery: 5100 mAh Lithium PolymerVoice Call (Single Sim, LTE)Processor: Kirin 710 (64-bit) Octa Core (4 x Cortex A73 at 2.2 GHz + 4 x Cortex A53 at 1.7 GHz)1 Year on Tablet, 6 Months on Battery"
56,Oppo Pad Air 4 GB RAM 64 GB ROM 10.36 inch with Wi-Fi Only Tablet (Grey),4.4,"Rs 15,999",4 GB RAM | 64 GB ROM26.31 cm (10.36 inch) 2K Display8 MP Primary Camera | 8 MP FrontAndroid ColorOS 12.1 | Battery: 7100 mAhProcessor: Qualcomm Snapdragon 6801 Year Manufacturer Warranty
57,MOTOROLA Tab G62 4 GB RAM 64 GB ROM 10.61 inch with Wi-Fi Only Tablet (Frost Blue),4.1,"Rs 15,999",4 GB RAM | 64 GB ROM26.95 cm (10.61 inch) 2K Display8 MP Primary Camera | 8 MP FrontAndroid 12 | Battery: 7700 mAhIdeal Usage: EntertainmentProcessor: Snapdragon SDM6801 Year On Tab Device And 6 Months On Battery And Accessories
58,TCL 10 TAB Max 4 GB RAM 64 GB ROM 10.36 inches with Wi-Fi+4G Tablet (Grey),4.2,"Rs 17,999","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB26.31 cm (10.36 inches) Full HD Display13 MP Primary Camera | 8 MP FrontAndroid 10 | Battery: 8000 mAH Lithium-ionIdeal Usage: High Processing TasksVoice Call (Single Sim, GSM, WCDMA, LTE)Processor: Octa-Core: 4 x Cortex-A73 at 2.0GHz + 4 x Cortex-A53 at 2.0GHz1 Year Manufacturer Warranty"
59,Alcatel 3T10 with Speaker 2 GB RAM 16 GB ROM 10 inch with Wi-Fi+4G Tablet (Midnight Blue),3.9,"Rs 16,999","2 GB RAM | 16 GB ROM | Expandable Upto 128 GB25.4 cm (10 inch) HD Display5 MP Primary Camera | 5 MP FrontAndroid 9.0 (Pie) | Battery: 4080 mAh Li-ionVoice Call (Single Sim, 4G VoLTE)Processor: MediaTek Quad Core (MT8765B)1 Year on Tablet, 6 Months on Accessories"
60,Lenovo Smart Tab M10 FHD Plus (2nd Gen) with Google Assistant 4 GB RAM 128 GB ROM 10.3 inch with Wi-Fi...,4.3,"Rs 16,999","4 GB RAM | 128 GB ROM | Expandable Upto 256 GB26.16 cm (10.3 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 10.0 (Pie) | Battery: 5000 mAhProcessor: MediaTek Helio P22T Octa Core (4 x A53 at 2.3 GHz, 4 x A53 at 1.8 GHz)1 Year on Tablet, 6 Months on Accessories"
